ID,Name,Sex,AGE_15_20,AGE_20_25,AGE_25_30,AGE_30_35,AGE_35_40,AGE_40_and_above,Height_Below_200,Height_Above_200,Weight_50_75,Weight_75_100,Weight_above_100,Medal
2814,"Anthony Dean ""Tony"" Ronaldson",1,0,1,0,0,0,0,0,1,0,0,1,0
2815,"Anthony Dean ""Tony"" Ronaldson",1,0,0,0,1,0,0,0,1,0,0,1,0
2816,Edgardo Roque,1,0,1,0,0,0,0,1,0,1,0,0,0
2817,"Carmo ""Rosa Branca"" de Souza",1,1,0,0,0,0,0,1,0,0,1,0,1
2818,"Carmo ""Rosa Branca"" de Souza",1,0,1,0,0,0,0,1,0,0,1,0,1
2819,"Carmo ""Rosa Branca"" de Souza",1,0,0,1,0,0,0,1,0,0,1,0,0
2820,Marie-Sadio Beatrice Rosch,0,0,0,1,0,0,0,1,0,0,1,0,0
2821,Roseli do Carmo Gustavo,0,0,1,0,0,0,0,1,0,1,0,0,2
2822,Wojciech Rosiski,1,0,1,0,0,0,0,1,0,0,1,0,0
2823,Bianca Rossi,0,0,0,1,0,0,0,1,0,1,0,0,0
2824,Aristidis Roubanis,1,1,0,0,0,0,0,1,0,0,1,0,0
2825,Marin Rozi,1,0,1,0,0,0,0,0,1,0,1,0,0
2826,"Ricard ""Ricky"" Rubio Vives",1,1,0,0,0,0,0,1,0,0,1,0,2
2827,"Ricard ""Ricky"" Rubio Vives",1,0,1,0,0,0,0,1,0,0,1,0,1
2828,Damjan Rude,1,0,1,0,0,0,0,0,1,0,1,0,0
2829,Miguel David Ruz Gonzlez,1,0,1,0,0,0,0,0,1,0,0,1,0
2830,Wilfredo Ruiz Bruno,1,0,1,0,0,0,0,1,0,0,1,0,0
2831,Rafael Rulln Ribera,1,1,0,0,0,0,0,0,1,0,1,0,0
2832,Angel Rupien (Janknait-),0,0,1,0,0,0,0,1,0,1,0,0,3
2833,Angel Rupien (Janknait-),0,0,0,1,0,0,0,1,0,1,0,0,3
2834,"William Fenton ""Bill"" Russell",1,0,1,0,0,0,0,0,1,0,1,0,3
2835,"James Craig ""Jamie"" Russell",1,0,1,0,0,0,0,1,0,0,1,0,0
2836,Irina Ivanovna Rutkovskaya,0,0,0,1,0,0,0,1,0,1,0,0,0
2837,Irina Ivanovna Rutkovskaya,0,0,0,0,1,0,0,1,0,1,0,0,0
2838,Ji Rika,1,0,0,0,1,0,0,1,0,0,1,0,0
2839,Bohuslav Rylich,1,0,0,1,0,0,0,1,0,0,1,0,0
2840,Yuliya Sergeyevna Rytikova (Dureyko-),0,0,0,1,0,0,0,1,0,1,0,0,0
2841,Amine Rzig,1,0,0,0,1,0,0,1,0,0,1,0,0
2842,Arvydas Romas Sabonis,1,0,1,0,0,0,0,0,1,0,0,1,3
2843,Arvydas Romas Sabonis,1,0,0,1,0,0,0,0,1,0,0,1,1
2844,Arvydas Romas Sabonis,1,0,0,0,1,0,0,0,1,0,0,1,1
2845,Domantas Sabonis,1,1,0,0,0,0,0,0,1,0,0,1,0
2846,Romeo Sacchetti,1,0,0,1,0,0,0,1,0,0,0,1,2
2847,Romeo Sacchetti,1,0,0,1,0,0,0,1,0,0,0,1,0
2848,Vctor Sada Remisa,1,0,0,1,0,0,0,1,0,0,1,0,2
2849,Rashidat Odun Sadiq,0,0,1,0,0,0,0,1,0,0,1,0,0
2850,Diana Ivanivna Sadovnykova (-Yaropolova),0,0,1,0,0,0,0,1,0,0,1,0,0
2851,Manuel Senz Rodrguez,1,0,0,1,0,0,0,1,0,0,1,0,0
2852,Gonzalo Sagi-Vela Fernndez-Pavon,1,0,1,0,0,0,0,1,0,1,0,0,0
2853,Jos Luis Sagi-Vela Fernndez-Pavon,1,0,1,0,0,0,0,1,0,0,1,0,0
2854,Pierre Martin Sagna,1,0,1,0,0,0,0,1,0,1,0,0,0
2855,Oshin Sahakian,1,0,1,0,0,0,0,1,0,0,1,0,0
2856,Jos Carlos Santos Saiani,1,0,1,0,0,0,0,1,0,1,0,0,0
2857,Fumio Saito,1,0,1,0,0,0,0,0,1,0,1,0,0
2858,Hiroshi Saito,1,0,1,0,0,0,0,1,0,0,1,0,0
2859,Hiroshi Saito,1,0,0,1,0,0,0,1,0,0,1,0,0
2860,Zurab Sak'andelidze,1,0,1,0,0,0,0,1,0,0,1,0,1
2861,Zurab Sak'andelidze,1,0,0,1,0,0,0,1,0,0,1,0,3
2862,Kazufumi Sakai,1,0,1,0,0,0,0,1,0,0,1,0,0
2863,Dimitar Sakhanikov,1,0,0,1,0,0,0,1,0,0,1,0,0
2864,eljko aki,1,0,0,1,0,0,0,0,1,0,0,1,0
2865,Dainius alenga,1,0,0,1,0,0,0,1,0,0,1,0,0
2866,Vicenta A. Salmn Smith,0,0,0,1,0,0,0,1,0,1,0,0,0
2867,Oleksandr Petrovych Salnykov,1,0,0,1,0,0,0,1,0,0,1,0,1
2868,Oleksandr Petrovych Salnykov,1,0,0,0,1,0,0,1,0,0,1,0,1
2869,Emanuela Salopek,0,0,1,0,0,0,0,1,0,1,0,0,0
2870,Yamar Samb,1,0,0,1,0,0,0,1,0,1,0,0,0
2871,Maria Samoroukova,0,0,0,0,1,0,0,1,0,0,1,0,0
2872,Pyotr Mikhaylovich Samoylenko,1,0,0,0,1,0,0,1,0,0,1,0,0
2873,Marte Samson,1,0,1,0,0,0,0,1,0,0,1,0,0
2874,Fernando San Emeterio Lara,1,0,0,1,0,0,0,1,0,0,0,1,2
2875,Juan Antonio San Epifanio Ruiz,1,0,1,0,0,0,0,1,0,0,1,0,0
2876,Juan Antonio San Epifanio Ruiz,1,0,1,0,0,0,0,1,0,0,1,0,2
2877,Juan Antonio San Epifanio Ruiz,1,0,0,1,0,0,0,1,0,0,1,0,0
2878,Juan Antonio San Epifanio Ruiz,1,0,0,0,1,0,0,1,0,0,1,0,0
2879,Isabel Snchez Fernndez,0,0,0,0,1,0,0,1,0,1,0,0,0
2880,"Juan Ignacio ""Pepe"" Snchez Brown",1,0,0,1,0,0,0,1,0,0,1,0,3
2881,"Rosaura Carmen ""Rosa"" Snchez Lujn",0,0,0,1,0,0,0,1,0,1,0,0,0
2882,"LaToya Antoinette ""Lara"" Sanders (Pringle-)",0,0,0,1,0,0,0,1,0,0,1,0,0
2883,Wanda Sandon,0,0,0,1,0,0,0,1,0,0,1,0,0
2884,Toms Sangio,1,0,1,0,0,0,0,1,0,0,1,0,0
2885,Derek William Sankey,1,0,0,1,0,0,0,1,0,0,1,0,0
2886,Daniel Gregg Santiago Lynn,1,1,0,0,0,0,0,0,1,0,0,1,0
2887,Daniel Gregg Santiago Lynn,1,0,0,1,0,0,0,0,1,0,0,1,0
2888,Luis Miguel Santillana Fraile,1,0,1,0,0,0,0,0,1,0,1,0,0
2889,Luis Miguel Santillana Fraile,1,0,0,1,0,0,0,0,1,0,1,0,0
2890,Jos Santori Coll,1,0,0,1,0,0,0,1,0,1,0,0,0
2891,Gianfranco Sardagna,1,0,1,0,0,0,0,1,0,0,1,0,0
2892,Gianfranco Sardagna,1,0,0,1,0,0,0,1,0,0,1,0,0
2893,Nelson Timteo Alves Sardinha,1,0,0,1,0,0,0,1,0,0,1,0,0
2894,Polymnia Sarengou,0,0,0,0,1,0,0,1,0,0,1,0,0
2895,Joanne Sargent,0,0,0,1,0,0,0,1,0,1,0,0,0
2896,Dario ari,1,0,1,0,0,0,0,0,1,0,0,1,0
2897,Misako Satake,0,0,1,0,0,0,0,1,0,1,0,0,0
2898,Uwe Sauer,1,0,1,0,0,0,0,1,0,0,1,0,0
2899,Glynn Saulters,1,0,1,0,0,0,0,1,0,0,1,0,3
2900,Audrey Sauret (-Gillespie),0,0,1,0,0,0,0,1,0,1,0,0,0
2901,Laure Savasta,0,0,0,1,0,0,0,1,0,1,0,0,0
2902,Zoran Savi,1,0,0,1,0,0,0,0,1,0,0,1,2
2903,Glen Saville,1,0,0,1,0,0,0,1,0,0,1,0,0
2904,Glen Saville,1,0,0,0,1,0,0,1,0,0,1,0,0
2905,Galina Vladimirovna Savitskaya (Krisevich-),0,0,0,1,0,0,0,1,0,0,1,0,1
2906,Aleksey Dmitriyevich Savrasenko,1,0,0,1,0,0,0,0,1,0,0,1,0
2907,Moukhtar Sayed,1,0,0,1,0,0,0,1,0,0,1,0,0
2908,Milton Antonio Scaron Falero,1,1,0,0,0,0,0,1,0,0,1,0,1
2909,Milton Antonio Scaron Falero,1,0,1,0,0,0,0,1,0,0,1,0,0
2910,German Claudio Scarone,1,0,1,0,0,0,0,1,0,0,1,0,0
2911,Celso Luiz Scarpini,1,0,1,0,0,0,0,1,0,0,1,0,0
2912,Vlado epanovi,1,0,1,0,0,0,0,1,0,0,1,0,0
2913,Vlado epanovi,1,0,0,1,0,0,0,1,0,0,1,0,0
2914,Novella Schiesaro,0,0,1,0,0,0,0,1,0,0,1,0,0
2915,Andr Paul Schlupp,1,0,0,1,0,0,0,1,0,0,1,0,0
2916,Oscar Daniel Bezerra Schmidt,1,0,1,0,0,0,0,0,1,0,0,1,0
2917,Oscar Daniel Bezerra Schmidt,1,0,0,1,0,0,0,0,1,0,0,1,0
2918,Oscar Daniel Bezerra Schmidt,1,0,0,1,0,0,0,0,1,0,0,1,0
2919,Oscar Daniel Bezerra Schmidt,1,0,0,0,1,0,0,0,1,0,0,1,0
2920,Oscar Daniel Bezerra Schmidt,1,0,0,0,0,1,0,0,1,0,0,1,0
2921,Willard Theodore Schmidt,1,0,0,1,0,0,0,0,1,0,1,0,3
2922,Sofoklis Schortsanitis,1,0,1,0,0,0,0,0,1,0,0,1,0
2923,Detlef Schrempf,1,0,1,0,0,0,0,0,1,0,1,0,0
2924,Detlef Schrempf,1,0,0,1,0,0,0,0,1,0,1,0,0
2925,Sven Schultze,1,0,0,1,0,0,0,0,1,0,0,1,0
2926,Laurent Michel Sciarra,1,0,0,1,0,0,0,1,0,0,1,0,2
2927,Luis Alberto Scola Balvoa,1,0,1,0,0,0,0,0,1,0,0,1,3
2928,Luis Alberto Scola Balvoa,1,0,0,1,0,0,0,0,1,0,0,1,1
2929,Luis Alberto Scola Balvoa,1,0,0,0,1,0,0,0,1,0,0,1,0
2930,Luis Alberto Scola Balvoa,1,0,0,0,0,1,0,0,1,0,0,1,0
2931,Hugo Ariel Sconochini,1,0,0,0,1,0,0,1,0,0,1,0,3
2932,"Charles Thomas ""Charlie"" Scott",1,1,0,0,0,0,0,1,0,0,1,0,3
2933,Daniel Scott Brice,1,0,1,0,0,0,0,1,0,0,1,0,0
2934,Daniel Scott Brice,1,0,0,1,0,0,0,1,0,0,1,0,0
2935,"Jennifer ""Jenni"" Screen (-Mottram)",0,0,0,1,0,0,0,1,0,1,0,0,2
2936,"Jennifer ""Jenni"" Screen (-Mottram)",0,0,0,1,0,0,0,1,0,1,0,0,1
2937,Carole Jane Sealey,0,0,1,0,0,0,0,1,0,1,0,0,0
2938,Babacar Seck,1,0,1,0,0,0,0,1,0,0,1,0,0
2939,Babacar Seck,1,0,0,1,0,0,0,1,0,0,1,0,0
2940,Ashraf Mahmoud Sedky,1,1,0,0,0,0,0,1,0,0,1,0,0
2941,Justin Sedlk,1,0,1,0,0,0,0,1,0,0,1,0,0
2942,Renaldas Seibutis,1,0,0,1,0,0,0,1,0,0,1,0,0
2943,Renaldas Seibutis,1,0,0,0,1,0,0,1,0,0,1,0,0
2944,Tania Seino Barbn,0,0,1,0,0,0,0,1,0,0,1,0,0
2945,Tania Seino Barbn,0,0,0,1,0,0,0,1,0,0,1,0,0
2946,Yury Gennadyevich Selikhov,1,0,1,0,0,0,0,1,0,0,1,0,1
2947,Ali Ismail Selim Mohamed,1,0,0,1,0,0,0,1,0,1,0,0,0
2948,Ali Ismail Selim Mohamed,1,0,0,0,1,0,0,1,0,1,0,0,0
2949,Ujana Semjonova,0,0,1,0,0,0,0,0,1,0,0,1,3
2950,Ujana Semjonova,0,0,0,1,0,0,0,0,1,0,0,1,3
2951,Mikhail Vladimirovich Semyonov,1,0,1,0,0,0,0,1,0,0,1,0,2
2952,Mikhail Vladimirovich Semyonov,1,0,0,1,0,0,0,1,0,0,1,0,2
2953,"Lawrence James ""Larry"" Sengstock",1,1,0,0,0,0,0,1,0,0,1,0,0
2954,"Lawrence James ""Larry"" Sengstock",1,0,1,0,0,0,0,1,0,0,1,0,0
2955,"Lawrence James ""Larry"" Sengstock",1,0,0,1,0,0,0,1,0,0,1,0,0
2956,"Lawrence James ""Larry"" Sengstock",1,0,0,0,1,0,0,1,0,0,1,0,0
2957,Tilbe enyrek,0,0,1,0,0,0,0,1,0,0,1,0,0
2958,Seong Jeong-A,0,1,0,0,0,0,0,1,0,1,0,0,2
2959,Seong Jeong-A,0,0,1,0,0,0,0,1,0,1,0,0,0
2960,Luigi Serafini,1,0,1,0,0,0,0,0,1,0,0,1,0
2961,Luigi Serafini,1,0,1,0,0,0,0,0,1,0,0,1,0
2962,Kevin Sraphin,1,0,1,0,0,0,0,0,1,0,0,1,0
2963,"Srgio ""Srgio Macarro"" de Toledo Machado",1,1,0,0,0,0,0,1,0,0,1,0,1
2964,"Srgio ""Srgio Macarro"" de Toledo Machado",1,0,1,0,0,0,0,1,0,0,1,0,0
2965,"Maria Annunziata Gilda ""Nunziata"" Serradimigni",0,1,0,0,0,0,0,1,0,1,0,0,0
2966,Oscar Sevilla,1,0,1,0,0,0,0,1,0,0,1,0,0
2967,Andrzej Wojciech Seweryn,1,0,1,0,0,0,0,1,0,0,1,0,0
2968,Sha Guoli,1,0,0,1,0,0,0,1,0,0,1,0,0
2969,Shan Tao,1,0,1,0,0,0,0,0,1,0,0,1,0
2970,Shan Tao,1,0,0,1,0,0,0,0,1,0,0,1,0
2971,Shao Ting,0,0,0,1,0,0,0,1,0,1,0,0,0
2972,Shao Tingting,0,0,1,0,0,0,0,1,0,1,0,0,0
2973,Lyubov Georgyevna Sharmay (Goncharova-),0,0,1,0,0,0,0,1,0,0,1,0,3
2974,"Robert ""Bob"" Sharpe",1,0,1,0,0,0,0,1,0,0,1,0,0
2975,Tatyana Nikolayevna Shchyegoleva,0,0,1,0,0,0,0,1,0,1,0,0,1
2976,Tatyana Nikolayevna Shchyegoleva,0,0,0,1,0,0,0,1,0,1,0,0,1
2977,Shen Li,0,0,0,1,0,0,0,1,0,1,0,0,0
2978,"Steven Bernard ""Steve"" Sheppard",1,0,1,0,0,0,0,1,0,0,1,0,3
2979,Masashi Shiga,1,0,1,0,0,0,0,1,0,1,0,0,0
2980,Masashi Shiga,1,0,1,0,0,0,0,1,0,1,0,0,0
2981,Shigeto Shimizu,1,0,1,0,0,0,0,1,0,0,1,0,0
2982,Jerry Franklin Shipp,1,0,0,1,0,0,0,1,0,0,1,0,3
2983,Olha Vasylivna Shliakhova,0,1,0,0,0,0,0,1,0,1,0,0,0
2984,Shutaro Shoji,1,0,1,0,0,0,0,1,0,1,0,0,0
2985,Shutaro Shoji,1,0,0,1,0,0,0,1,0,1,0,0,0
2986,Amin Abdelhamid Shouman,1,0,0,1,0,0,0,1,0,0,1,0,0
2987,Margarita Shtarkelova,0,0,1,0,0,0,0,1,0,1,0,0,1
2988,Nadezhda Aleksandrovna Shuvayeva-Olkhova (-Baranova),0,0,1,0,0,0,0,1,0,1,0,0,3
2989,Nadezhda Aleksandrovna Shuvayeva-Olkhova (-Baranova),0,0,0,1,0,0,0,1,0,1,0,0,3
2990,Aleksey Viktorovich Shved,1,0,1,0,0,0,0,1,0,0,1,0,1
2991,Carl Leslie Shy,1,0,0,1,0,0,0,1,0,0,1,0,3
2992,Radhey Shyam Vijayrania,1,0,0,1,0,0,0,1,0,0,1,0,0
2993,Cndido Antonio Sibilio Hughes,1,0,1,0,0,0,0,0,1,0,1,0,0
2994,Georgios Sigalas,1,0,1,0,0,0,0,1,0,0,1,0,0
2995,Nataliya Vasylivna Silianova,0,0,1,0,0,0,0,1,0,1,0,0,0
2996,Emanuela Silimbani,0,0,1,0,0,0,0,1,0,1,0,0,0
2997,"Michael Barnwell ""Mike"" Silliman",1,0,1,0,0,0,0,1,0,0,0,1,3
2998,"Silvia Andrea ""Silvinha"" Santos Luz",0,0,1,0,0,0,0,1,0,1,0,0,2
2999,"Silvia Andrea ""Silvinha"" Santos Luz",0,0,1,0,0,0,0,1,0,1,0,0,1
3000,"Slvia Cristina ""Slvinha"" Gustavo Rocha Valente",0,0,1,0,0,0,0,1,0,0,1,0,0
3001,"Slvia Cristina ""Slvinha"" Gustavo Rocha Valente",0,0,0,1,0,0,0,1,0,0,1,0,0
3002,Slvio Malvezi,1,0,1,0,0,0,0,0,1,0,1,0,0
3003,"Anthony ""Tony"" Simms",1,0,1,0,0,0,0,1,0,0,1,0,0
3004,Jos Edvar Simes,1,0,1,0,0,0,0,1,0,0,1,0,1
3005,Jos Edvar Simes,1,0,1,0,0,0,0,1,0,0,1,0,0
3006,Jnos Simon,1,0,1,0,0,0,0,1,0,0,0,1,0
3007,Jnos Simon,1,0,0,0,1,0,0,1,0,0,0,1,0
3008,Krunoslav Simon,1,0,0,0,1,0,0,1,0,0,1,0,0
3009,Russell Simon,1,0,0,1,0,0,0,1,0,0,1,0,0
3010,Ljubodrag Simonovi,1,0,1,0,0,0,0,1,0,0,1,0,0
3011,Marko Simonovi,1,0,0,1,0,0,0,0,1,0,1,0,2
3012,Juliene Simpson (Brazinski-),0,0,1,0,0,0,0,1,0,0,1,0,2
3013,Sin Dong-Pa,1,1,0,0,0,0,0,1,0,1,0,0,0
3014,Sin Dong-Pa,1,0,1,0,0,0,0,1,0,1,0,0,0
3015,Sin Jeong-Ja,0,0,0,1,0,0,0,1,0,0,1,0,0
3016,Luis Sinclair Murrell,1,0,1,0,0,0,0,1,0,0,1,0,0
3017,Ajmer Singh Chopra,1,0,0,1,0,0,0,1,0,0,1,0,0
3018,Baldev Singh,1,0,0,1,0,0,0,1,0,1,0,0,0
3019,Hanuman Singh Rathore,1,0,0,1,0,0,0,1,0,1,0,0,0
3020,Harbhajan Singh,1,0,0,1,0,0,0,1,0,1,0,0,0
3021,Jorawar Singh,1,0,0,1,0,0,0,1,0,1,0,0,0
3022,Paramjit Singh,1,0,0,1,0,0,0,1,0,1,0,0,0
3023,Pramdiph Singh,1,0,0,1,0,0,0,1,0,1,0,0,0
3024,Tarlok Singh Sandhu,1,0,1,0,0,0,0,1,0,1,0,0,0
3025,Ramnas ikauskas,1,0,1,0,0,0,0,1,0,0,1,0,1
3026,Ramnas ikauskas,1,0,1,0,0,0,0,1,0,0,1,0,0
3027,Ramnas ikauskas,1,0,0,1,0,0,0,1,0,0,1,0,0
3028,Krzysztof Marek Sitkowski,1,0,1,0,0,0,0,1,0,1,0,0,0
3029,Krzysztof Marek Sitkowski,1,0,0,1,0,0,0,1,0,1,0,0,0
3030,Jaroslav Skla,1,0,0,1,0,0,0,0,1,0,1,0,0
3031,Petar Skansi,1,0,1,0,0,0,0,0,1,0,0,1,2
3032,Santa Margarita Skeet Quiones,0,0,0,1,0,0,0,1,0,1,0,0,0
3033,Gergina Skerlatova,0,0,1,0,0,0,0,1,0,1,0,0,1
3034,"Anthony Oludewa Jeffrey ""Tony"" Skinn",1,0,0,1,0,0,0,1,0,0,1,0,0
3035,Galle Skrela,0,0,0,0,1,0,0,1,0,1,0,0,0
3036,Branko Skroe,1,0,1,0,0,0,0,1,0,0,1,0,3
3037,Gert ke Skyttevall,1,0,1,0,0,0,0,1,0,0,1,0,0
3038,Donatas Slanina,1,0,0,1,0,0,0,1,0,0,1,0,0
3039,Evladiya Slavcheva-Stefanova (-Zakatanova),0,1,0,0,0,0,0,1,0,1,0,0,2
3040,Evladiya Slavcheva-Stefanova (-Zakatanova),0,0,0,1,0,0,0,1,0,1,0,0,0
3041,Zoran Slavni,1,0,0,1,0,0,0,1,0,1,0,0,2
3042,Zoran Slavni,1,0,0,1,0,0,0,1,0,1,0,0,3
3043,Tsvetko Ruskov Slavov,1,0,1,0,0,0,0,1,0,0,1,0,0
3044,Tsvetko Ruskov Slavov,1,0,0,1,0,0,0,1,0,0,1,0,0
3045,Radhouane Slimane,1,0,0,0,1,0,0,0,1,0,1,0,0
3046,"Debra ""Debbie"" Slimmon",0,0,1,0,0,0,0,1,0,0,1,0,0
3047,Iva Slikovi,0,0,0,1,0,0,0,1,0,0,1,0,0
3048,Adrian Howard Smith,1,0,1,0,0,0,0,1,0,0,1,0,3
3049,"Beverly Ann ""Bev"" Smith",0,0,1,0,0,0,0,1,0,1,0,0,0
3050,"Beverly Ann ""Bev"" Smith",0,0,0,0,0,1,0,1,0,1,0,0,0
3051,Charles Daniel H. Smith,1,0,1,0,0,0,0,0,1,0,1,0,1
3052,Jason Matthew Smith,1,0,1,0,0,0,0,1,0,0,1,0,0
3053,Jason Matthew Smith,1,0,0,1,0,0,0,1,0,0,1,0,0
3054,"Katherine May ""Katie"" Smith",0,0,0,1,0,0,0,1,0,0,1,0,3
3055,"Katherine May ""Katie"" Smith",0,0,0,1,0,0,0,1,0,0,1,0,3
3056,"Katherine May ""Katie"" Smith",0,0,0,0,1,0,0,1,0,0,1,0,3
3057,"Steven Delano ""Steve"" Smith",1,0,0,0,1,0,0,1,0,0,1,0,3
3058,"Charles Edward Smith, IV",1,1,0,0,0,0,0,1,0,1,0,0,1
3059,"Kimberly Ann ""Kim"" Smith-Gaucher",0,0,0,1,0,0,0,1,0,1,0,0,0
3060,"Kimberly Ann ""Kim"" Smith-Gaucher",0,0,0,0,1,0,0,1,0,1,0,0,0
3061,"Philip John ""Phil"" Smyth",1,0,1,0,0,0,0,1,0,0,1,0,0
3062,"Philip John ""Phil"" Smyth",1,0,0,1,0,0,0,1,0,0,1,0,0
3063,"Philip John ""Phil"" Smyth",1,0,0,1,0,0,0,1,0,0,1,0,0
3064,"Philip John ""Phil"" Smyth",1,0,0,0,1,0,0,1,0,0,1,0,0
3065,Belinda Rose Snell,0,0,1,0,0,0,0,1,0,0,1,0,2
3066,Belinda Rose Snell,0,0,0,1,0,0,0,1,0,0,1,0,2
3067,Belinda Rose Snell,0,0,0,0,1,0,0,1,0,0,1,0,1
3068,Yekaterina Andreyevna Snytina,0,0,1,0,0,0,0,1,0,0,1,0,0
3069,Yekaterina Andreyevna Snytina,0,0,0,1,0,0,0,1,0,0,1,0,0
3070,Marta de Souza Sobral,0,0,0,1,0,0,0,1,0,1,0,0,0
3071,Marta de Souza Sobral,0,0,0,0,1,0,0,1,0,1,0,0,2
3072,Marta de Souza Sobral,0,0,0,0,0,1,0,1,0,1,0,0,1
3073,Kenji Soda,1,0,1,0,0,0,0,1,0,0,1,0,0
3074,Hamed Sohrabnejad,1,0,1,0,0,0,0,0,1,0,1,0,0
3075,Tiit Sokk,1,0,1,0,0,0,0,1,0,0,1,0,3
3076,Irina Borisovna Sokolovskaya,0,0,1,0,0,0,0,1,0,1,0,0,1
3077,Marco Solfrini,1,0,1,0,0,0,0,1,0,0,1,0,2
3078,Ahmed Soliman,1,0,1,0,0,0,0,1,0,1,0,0,0
3079,Mohamed Sayed Soliman,1,0,1,0,0,0,0,1,0,0,1,0,0
3080,Damir olman,1,1,0,0,0,0,0,1,0,0,1,0,2
3081,Damir olman,1,0,1,0,0,0,0,1,0,0,1,0,0
3082,Damir olman,1,0,0,1,0,0,0,1,0,0,1,0,2
3083,Ignacio Solozbal Igartua,1,0,1,0,0,0,0,1,0,0,1,0,0
3084,Ignacio Solozbal Igartua,1,0,0,1,0,0,0,1,0,0,1,0,2
3085,Ignacio Solozbal Igartua,1,0,0,1,0,0,0,1,0,0,1,0,0
3086,Atsushi Somatomo,1,0,1,0,0,0,0,1,0,0,1,0,0
3087,Song Ligang,1,0,1,0,0,0,0,1,0,0,1,0,0
3088,Song Ligang,1,0,1,0,0,0,0,1,0,0,1,0,0
3089,Song Xiaobo,0,0,1,0,0,0,0,1,0,1,0,0,1
3090,Song Xiaoyun,0,0,1,0,0,0,0,1,0,1,0,0,0
3091,Song Xiaoyun,0,0,1,0,0,0,0,1,0,1,0,0,0
3092,Song Xiaoyun,0,0,0,1,0,0,0,1,0,1,0,0,0
3093,Darius Songaila,1,0,1,0,0,0,0,0,1,0,0,1,1
3094,Darius Songaila,1,0,0,1,0,0,0,0,1,0,0,1,0
3095,Darius Songaila,1,0,0,0,1,0,0,0,1,0,0,1,0
3096,Moustapha Sonko,1,0,0,1,0,0,0,1,0,0,1,0,2
3097,Matteo Soragna,1,0,0,1,0,0,0,1,0,0,1,0,2
3098,Yuliseny Soria Bar,0,0,1,0,0,0,0,1,0,1,0,0,0
3099,Eugenio Felipe Soto Daz,1,0,1,0,0,0,0,0,1,0,1,0,0
3100,Richard Soto Estrada,1,0,1,0,0,0,0,1,0,0,1,0,0
3101,Richard Soto Estrada,1,0,0,1,0,0,0,1,0,0,1,0,0
3102,"Khadidiatou ""Khady"" Sourangu Diop",0,0,0,1,0,0,0,1,0,1,0,0,0
3103,Manuel Nazareth da Costa Sousa,1,0,0,1,0,0,0,1,0,0,1,0,0
3104,Yannick Souvr (-Vacheron),0,0,0,1,0,0,0,1,0,1,0,0,0
3105,Armin Sowa,1,0,1,0,0,0,0,0,1,0,1,0,0
3106,"John Kenneth ""Ken"" Spain",1,0,1,0,0,0,0,0,1,0,0,1,3
3107,Vasileios Spanoulis,1,0,1,0,0,0,0,1,0,0,1,0,0
3108,Vasileios Spanoulis,1,0,1,0,0,0,0,1,0,0,1,0,0
3109,Valentin Spasov,1,0,1,0,0,0,0,1,0,0,1,0,0
3110,Larisa Spasova (-Sashova),0,0,0,1,0,0,0,1,0,1,0,0,0
3111,Tiago Splitter Beims,1,0,0,1,0,0,0,0,1,0,0,1,0
3112,Rachael Pamela Sporn,0,0,0,1,0,0,0,1,0,1,0,0,1
3113,Rachael Pamela Sporn,0,0,0,0,1,0,0,1,0,1,0,0,2
3114,Rachael Pamela Sporn,0,0,0,0,0,1,0,1,0,1,0,0,2
3115,Natalie Stafford,0,0,0,0,1,0,0,1,0,1,0,0,0
3116,Eirini Stakhtiari,0,0,0,1,0,0,0,1,0,0,1,0,0
3117,Dawn Michelle Staley,0,0,0,1,0,0,0,1,0,1,0,0,3
3118,Dawn Michelle Staley,0,0,0,1,0,0,0,1,0,1,0,0,3
3119,Dawn Michelle Staley,0,0,0,0,1,0,0,1,0,1,0,0,3
3120,Franklin Standard Johnson,1,1,0,0,0,0,0,1,0,0,1,0,0
3121,Franklin Standard Johnson,1,0,1,0,0,0,0,1,0,0,1,0,1
3122,Madlena Ivanova Staneva,0,0,1,0,0,0,0,1,0,0,1,0,0
3123,Dragana Stankovi,0,0,1,0,0,0,0,1,0,1,0,0,1
3124,Ji astn,1,0,1,0,0,0,0,1,0,0,1,0,0
3125,"Kathryn Suzanne ""Katy"" Steding",0,0,0,1,0,0,0,1,0,1,0,0,3
3126,Mariya Aleksandrovna Stepanova,0,1,0,0,0,0,0,0,1,0,1,0,0
3127,Mariya Aleksandrovna Stepanova,0,0,1,0,0,0,0,0,1,0,1,0,0
3128,Mariya Aleksandrovna Stepanova,0,0,1,0,0,0,0,0,1,0,1,0,1
3129,Mariya Aleksandrovna Stepanova,0,0,0,1,0,0,0,0,1,0,1,0,1
3130,Azania Jocelyn D. Stewart,0,0,1,0,0,0,0,1,0,0,1,0,0
3131,Breanna Mackenzie Stewart,0,0,1,0,0,0,0,1,0,0,1,0,3
3132,"Susan Laurrine ""Sue"" Stewart",0,0,0,1,0,0,0,1,0,1,0,0,0
3133,Vladimir timac,1,0,0,1,0,0,0,0,1,0,0,1,2
3134,Rok Stipevi,1,0,0,1,0,0,0,1,0,0,1,0,0
3135,John Houston Stockton,1,0,0,1,0,0,0,1,0,0,1,0,3
3136,John Houston Stockton,1,0,0,0,1,0,0,1,0,0,1,0,3
